Identification Brand,Identification Model,Identification Year,Identification Variant,Identification Body Type,Identification Seating Capacity,Identification Segment,Pricing Delhi Ex Showroom Price,Pricing Delhi Resale Value,Engine Cc,Engine Type,Engine Turbo,Engine Bhp,Engine Torque,Engine Transmission,Engine Gears,Engine Drive,Engine 0 100 Sec,Efficiency Fuel Type,Efficiency Mileage Arai,Efficiency Mileage City,Efficiency Mileage Highway,Dimensions Length,Dimensions Width,Dimensions Height,Dimensions Wheelbase,Dimensions Ground Clearance,Dimensions Weight Kg,Dimensions Boot Liters,Ev Data Is Ev,Ev Data Battery Kwh,Ev Data Range Km,Ev Data Charging Ac Hours,Ev Data Charging Dc Min,Safety Ncap Stars,Safety Airbags,Safety Abs,Safety Esp,Safety Hill Hold,Safety Isofix,Safety Tpms,Safety Adas Level 2,Warranty Years,Warranty Km,Warranty Service Km
Hyundai,i20,2025,N Line N6,Hatchback,5,Premium Hatchback,1095000,Excellent,998,Petrol,TRUE,120,172,iMT,6,FWD,9.9,Petrol,20,14,18,3995,1775,1505,2580,165,1180,311,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,i20,2025,N Line N8,Hatchback,5,Premium Hatchback,1135000,Strong,998,Turbo Petrol,TRUE,118,175,DCT,7,FWD,9.5,Petrol,20,13.5,17,3995,1775,1505,2580,165,1150,311,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,i20,2025,N Line N6 DCT,Hatchback,5,Premium Hatchback,1150000,Strong,998,Turbo Petrol,TRUE,120,172,Automatic,7,FWD,9.9,Petrol,20.2,14.5,17,3995,1775,1505,2580,170,1150,311,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,i20,2025,N Line N8 DCT,Hatchback,5,Premium Hatchback,1220000,Strong,998,Turbo Petrol,TRUE,120,172,DCT,7,FWD,9.9,Petrol,20.25,14,17.5,3995,1775,1505,2580,170,1185,311,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Venue,2025,E,SUV,5,Sub-4m Crossover,810000,Strong,1197,Petrol,FALSE,83,114,Manual,5,FWD,13.5,Petrol,17.5,13,16,3995,1770,1617,2500,195,1120,350,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Hyundai,Venue,2025,S,Sub-Compact SUV,5,B-Segment SUV (Sub-4m),980000,Strong,1197,Petrol,FALSE,83,114,Manual,5,FWD,13.5,Petrol,17.5,13,16,3995,1770,1617,2500,195,1150,350,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Hyundai,Venue,2025,S (O),Compact SUV,5,Compact SUV,980000,Excellent,1197,Petrol,FALSE,83,114,Manual,5,FWD,13.5,Petrol,17.5,13,16.5,3995,1770,1617,2500,195,1100,350,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Hyundai,Venue,2025,S Plus,Compact SUV,5,Sub-4 Meter Compact SUV,1120000,Excellent,998,Petrol,TRUE,118,172,iMT,6,FWD,11.5,Petrol,18.5,13.5,17,3995,1770,1617,2500,190,1180,350,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Venue,2025,SX (1.0L Turbo DCT),Sub-Compact SUV,5,B-Segment,1250000,Excellent,998,Turbo Petrol,TRUE,120,172,Automatic,7,FWD,11.5,Petrol,18.5,12.5,16,3995,1770,1617,2500,195,1220,350,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Venue,2025,SX (O),Compact SUV,5,Sub-4 Meter SUV,1370000,Excellent,998,Petrol,TRUE,120,172,DCT,7,FWD,11.5,Petrol,18.1,13.5,17,3995,1770,1617,2500,195,1210,350,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Venue,2025,S (O) Turbo DCT,Compact SUV,5,Sub-4 Meter SUV,1145000,Good,998,Petrol,TRUE,120,172,DCT,7,FWD,11.5,Petrol,18.1,13,16.5,3995,1770,1617,2500,195,1200,350,FALSE,0,0,0,0,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Venue,2025,SX (O) Turbo DCT,Compact SUV,5,Sub-4m Compact SUV,1300000,Good,998,Petrol,TRUE,120,172,Automatic,7,FWD,11.5,Petrol,18.5,12.5,16,3995,1770,1617,2500,195,1250,350,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Venue,2025,N Line N6 Turbo,Compact SUV,5,Sub-4 Meter SUV,1300000,Excellent,998,Turbo Petrol,TRUE,122,175,DCT,7,FWD,10.5,Petrol,18.1,12.5,16,3995,1770,1617,2500,195,1190,350,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Venue,2025,N Line N8 Turbo,Compact SUV,5,Sub-Compact SUV,1450000,Excellent,998,Petrol,TRUE,118,172,DCT,7,FWD,10.5,Petrol,18.1,12,16,3995,1770,1617,2500,190,1200,350,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Venue,2025,N Line N6 Turbo DCT,Compact SUV,5,Sub-Compact SUV,1230000,Excellent,998,Petrol,TRUE,120,172,DCT,7,FWD,9.8,Petrol,18.1,13.5,17,3995,1770,1617,2500,195,1220,350,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Venue,2025,N-Line N8 Turbo DCT,Sub-Compact SUV,5,B2,1380000,Excellent,998,Turbo Petrol,TRUE,120,172,DCT,7,FWD,10.8,Petrol,18.1,13.5,17.5,3995,1770,1617,2500,195,1220,350,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Verna,2025,EX,Sedan,5,C-Segment,1150000,Strong,1497,Petrol,FALSE,115,144,Manual,6,FWD,10.5,Petrol,18.6,13.5,17,4535,1765,1475,2670,170,1185,528,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Verna,2025,S,Sedan,5,C-Segment,1149000,Strong,1497,Petrol,FALSE,113,144,Manual,6,FWD,10.5,Petrol,18.6,14.5,17,4535,1765,1475,2670,170,1200,528,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Verna,2025,SX Turbo MT,Sedan,5,C-Segment,1520000,Excellent,1482,Turbo Petrol,TRUE,160,253,Manual,6,FWD,8.5,Petrol,19.5,13.6,16.5,4535,1765,1475,2670,165,1240,528,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Verna,2025,SX (O),Sedan,5,C-Segment,1795000,Excellent,1482,Turbo Petrol,TRUE,160,253,DCT,7,FWD,8.5,Petrol,19.2,14.5,17,4535,1765,1475,2670,165,1250,528,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Verna,2025,SX Turbo,Sedan,5,C-Segment,1650000,Excellent,1482,Petrol,TRUE,160,253,DCT,7,FWD,8.5,Petrol,19,13.5,17.5,4535,1765,1475,2670,165,1250,528,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Verna,2025,SX (O) Turbo DCT,Sedan,5,C-Segment,1825000,Strong,1482,Petrol,TRUE,160,253,DCT,7,FWD,8.5,Petrol,20,13.5,18,4535,1765,1475,2670,170,1260,528,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Verna,2025,SX Turbo DCT,Sedan,5,C-Segment,1650000,Good,1482,Petrol,TRUE,160,253,DCT,7,FWD,8.2,Petrol,20.6,14,17.5,4535,1765,1475,2670,165,1250,528,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Creta,2025,E,SUV,5,Compact SUV,1120000,Excellent,1497,Petrol,FALSE,115,144,Manual,6,FWD,11.5,Petrol,17,13,16,4330,1790,1635,2610,190,1250,433,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Creta,2025,EX,SUV,5,Compact SUV,1220000,Excellent,1497,Petrol,FALSE,115,144,Manual,6,FWD,11.5,Petrol,17.4,13,16,4330,1790,1635,2610,190,1250,433,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Creta,2025,S 1.5 Petrol MT,SUV,5,Compact SUV,1400000,Excellent,1497,Petrol,FALSE,115,144,Manual,6,FWD,11.5,Petrol,17.5,14,15.5,4330,1790,1635,2610,190,1250,433,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Creta,2025,S (O),SUV,5,Compact SUV,1480000,Excellent,1497,Petrol,FALSE,115,144,Manual,6,FWD,11.8,Petrol,17,12,16,4330,1790,1635,2610,190,1280,433,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Creta,2025,SX,SUV,5,Compact SUV,1580000,Excellent,1497,Petrol,FALSE,115,144,Manual,6,FWD,11.5,Petrol,17,12.5,16,4330,1790,1635,2610,190,1250,433,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Creta,2025,SX Tech (1.5L Turbo Petrol DCT),SUV,5,Compact SUV,2050000,Excellent,1482,Petrol,TRUE,160,253,DCT,7,FWD,8.9,Petrol,18.4,12,15.5,4330,1790,1635,2610,190,1350,433,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,2025,SX (O),SUV,5,Compact SUV,1950000,Excellent,1482,Turbo Petrol,TRUE,160,253,DCT,7,FWD,8.9,Petrol,18.4,12.5,16,4330,1790,1635,2610,190,1350,433,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,2025,SX (O) Turbo DCT,SUV,5,Compact SUV,2050000,Excellent,1482,Turbo Petrol,TRUE,160,253,DCT,7,FWD,8.9,Petrol,18.4,12.5,16.5,4330,1790,1635,2610,190,1350,433,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,2025,S (O) Diesel AT,SUV,5,Compact SUV,1780000,Excellent,1493,Turbo Diesel,TRUE,115,250,Automatic,6,FWD,11,Diesel,19.1,14,17.5,4330,1790,1635,2610,190,1350,433,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Creta,2025,SX (O) Diesel AT,SUV,5,Compact SUV,2080000,Excellent,1493,Diesel,TRUE,116,250,Automatic,6,FWD,11.5,Diesel,20,14.5,18,4330,1790,1635,2610,190,1350,433,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,2025,N Line N8,SUV,5,Compact SUV,2090000,Excellent,1482,Turbo Petrol,TRUE,158,253,DCT,7,FWD,8.9,Petrol,18,13.5,16,4330,1790,1635,2610,190,1340,433,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,2025,N Line N10,SUV,5,Compact SUV,2150000,Excellent,1482,Petrol,TRUE,158,253,DCT,7,FWD,8.2,Petrol,18.5,12.5,16,4330,1790,1635,2610,190,1320,433,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,2025,N Line N8 DCT,SUV,5,Compact SUV,2050000,Strong,1482,Petrol,TRUE,160,253,DCT,7,FWD,8.9,Petrol,18.2,13.5,16.5,4330,1790,1635,2610,190,1300,433,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta N Line,2025,N10 DCT,SUV,5,Compact SUV,2050000,Excellent,1482,Turbo Petrol,TRUE,160,253,DCT,7,FWD,8.9,Petrol,18.2,12.5,16,4330,1790,1635,2610,190,1350,433,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Alcazar,2025,Prestige 7Str,SUV,7,Mid-Size SUV,1850000,Excellent,1482,Petrol,TRUE,160,253,Automatic,7,FWD,9.5,Petrol,18.5,12.5,16.5,4500,1790,1675,2760,195,1450,180,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Alcazar,2025,Platinum 7Str,SUV,7,Mid-Size SUV,2050000,Good,1482,Turbo Petrol,TRUE,160,253,DCT,7,FWD,9.5,Petrol,18,11.5,15,4500,1790,1675,2760,195,1450,180,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Alcazar,2025,Signature 6Str,SUV,6,Mid-Size SUV,2150000,Excellent,1482,Turbo Petrol,TRUE,160,253,DCT,7,FWD,9.5,Petrol,18.1,12.5,15.5,4500,1790,1675,2760,200,1380,180,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Alcazar,2025,Platinum Diesel AT,SUV,6,Mid-Size SUV,2150000,Excellent,1493,Turbo Diesel,TRUE,115,250,Automatic,6,FWD,12.5,Diesel,18.1,14.5,17,4500,1790,1675,2760,190,1480,180,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Alcazar,2025,Signature Diesel AT,SUV,6,Mid-Size SUV,2120000,Excellent,1493,Turbo Diesel,TRUE,115,250,Automatic,6,FWD,11.5,Diesel,18.5,14,17.5,4500,1790,1675,2760,190,1480,180,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Tucson,2025,Platinum (2.0L Petrol AT),SUV,5,Premium Mid-Size SUV,3100000,Excellent,1999,Petrol,FALSE,156,192,Automatic,6,FWD,10.5,Petrol,12.9,9.5,14,4630,1865,1665,2755,181,1650,540,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Tucson,2025,Signature,SUV,5,D-Segment SUV,3750000,Excellent,1997,Diesel,TRUE,186,416,Automatic,8,AWD,9.5,Diesel,18.1,12,15.5,4630,1865,1665,2755,181,1750,540,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Tucson,2025,Platinum Diesel AT,SUV,5,Premium Mid-Size SUV,3750000,Excellent,1997,Turbo Diesel,TRUE,184,416,Automatic,8,AWD,9.5,Diesel,16.3,11.5,14.5,4630,1865,1665,2755,181,1750,540,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Tucson,2025,Signature Diesel AT,SUV,5,Premium Mid-Size SUV,3750000,Excellent,1997,Turbo Diesel,TRUE,184,416,Automatic,8,FWD,9.2,Diesel,18,13.5,17,4630,1865,1665,2755,181,1700,540,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Tucson,2025,Signature Diesel 4WD,SUV,5,Premium Mid-Size SUV,3150000,Excellent,1999,Turbo Diesel,TRUE,186,416,Automatic,8,4WD,9.5,Diesel,16,12,15.5,4630,1865,1665,2755,181,1780,540,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Ioniq 5,2025,RWD Long Range,Crossover,5,Premium EV,4750000,Excellent,0,Electric Motor,FALSE,225,350,Automatic,1,RWD,7.3,Electric,0,0,0,4635,1890,1605,3000,160,2000,527,TRUE,77.4,631,8,18,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Tata Motors,Tiago,2025,XE,Hatchback,5,Entry-Level Hatchback,590000,Good,1199,Petrol,FALSE,86,113,Manual,5,FWD,13.5,Petrol,20,15.5,18,3765,1677,1535,2400,170,950,242,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,7500
Tata Motors,Tiago,2025,XM,Hatchback,5,Compact Hatchback,620000,Strong,1199,Petrol,FALSE,86,113,Manual,5,FWD,14.5,Petrol,19,14.5,18,3765,1677,1535,2400,170,980,242,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Tata Motors,Tiago,2025,XT,Hatchback,5,Entry-Level Hatchback,640000,Good,1199,Petrol,FALSE,86,113,Manual,5,FWD,14.5,Petrol,20,15,18,3765,1677,1535,2400,170,980,242,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Tiago,2025,XZ Plus,Hatchback,5,Entry-Level Hatchback,715000,Good,1199,Petrol,FALSE,86,113,Manual,5,FWD,13.8,Petrol,20,15.5,18.5,3765,1677,1535,2400,170,980,242,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Tiago,2025,XZA Plus AMT,Hatchback,5,Compact Hatchback,850000,Good,1199,Petrol,FALSE,86,113,AMT,5,FWD,14.5,Petrol,20,15,18,3765,1677,1535,2400,170,1050,242,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Tiago,2025,XE CNG,Hatchback,5,Compact Hatchback,660000,Strong,1199,Petrol/CNG,FALSE,72,95,Manual,5,FWD,17.5,CNG,26,20,24,3765,1677,1535,2400,170,1080,80,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Tata Motors,Tiago,2025,XM CNG,Hatchback,5,Compact Hatchback,685000,Strong,1199,Petrol/CNG,FALSE,73,95,Manual,5,FWD,16.5,CNG,26.4,22,25,3765,1677,1535,2400,168,1080,80,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,7500
Tata Motors,Tiago,2025,XT CNG,Hatchback,5,Entry-Level Hatchback,810000,Excellent,1199,Petrol/CNG,FALSE,72,95,Manual,5,FWD,16.5,CNG,27,20,24,3765,1677,1535,2400,168,1100,80,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Tiago,2025,XZ Plus CNG,Hatchback,5,Compact Hatchback,875000,Strong,1199,Petrol/CNG,FALSE,73,95,Manual,5,FWD,16.5,CNG,26.4,22,24,3765,1677,1535,2400,168,1050,80,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Tigor,2025,XE,Compact Sedan,5,Sub-4m Sedan,650000,Good,1199,Petrol,FALSE,86,113,Manual,5,FWD,14.5,Petrol,20,14,18,3993,1677,1532,2450,170,1050,419,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,7500
Tata Motors,Tigor,2025,XM,Compact Sedan,5,B-Segment Sedan (Sub-4m),785000,Good,1199,Petrol,FALSE,86,113,Manual,5,FWD,13.5,Petrol,19.2,13.5,17,3993,1677,1532,2450,170,1040,419,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,15000
Tata Motors,Tigor,2025,XZ,Compact Sedan,5,B-Segment,760000,Good,1199,Petrol,FALSE,86,113,Manual,5,FWD,14.5,Petrol,19.2,14.5,17.5,3993,1677,1532,2450,170,1040,419,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Tata Motors,Tigor,2025,XZ Plus,Sedan,5,Compact Sedan,885000,Good,1199,Petrol,FALSE,86,113,Manual,5,FWD,14.5,Petrol,20.3,15,18,3993,1677,1532,2450,170,1030,419,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Tigor,2025,XZA Plus AMT,Sedan,5,Sub-Compact Sedan,895000,Good,1199,Petrol,FALSE,86,113,AMT,5,FWD,14.5,Petrol,19.2,13.5,17.5,3993,1677,1537,2450,170,1050,419,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Tigor,2025,XM CNG,Sedan,5,Compact Sedan,830000,Strong,1199,Petrol/CNG,FALSE,73,95,Manual,5,FWD,16.5,CNG,26.4,22,25,3993,1677,1532,2450,165,1100,200,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Tata Motors,Tigor,2025,XZ CNG,Compact Sedan,5,B-Segment,910000,Good,1199,Petrol/CNG,FALSE,73,95,Manual,5,FWD,15,CNG,26.4,20,24,3993,1677,1532,2450,170,1100,205,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,7500
Tata Motors,Tigor,2025,XZ Plus CNG,Compact Sedan,5,Sub-Compact Sedan,950000,Good,1199,Petrol,FALSE,73,95,Manual,5,FWD,15,CNG,27,22,25,3993,1677,1532,2450,165,1150,200,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Altroz,2025,XE,Hatchback,5,Premium Hatchback,685000,Good,1199,Petrol,FALSE,88,113,Manual,5,FWD,15,Petrol,19.3,14.5,18,3990,1755,1523,2501,165,1036,345,FALSE,0,0,0,0,5,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Tata Motors,Altroz,2025,XM,Hatchback,5,Premium Hatchback,795000,Good,1199,Petrol,FALSE,88,113,Manual,5,FWD,14.5,Petrol,19.3,14.5,17.5,3990,1755,1523,2501,165,1050,345,FALSE,0,0,0,0,5,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Tata Motors,Altroz,2025,XM Plus,Hatchback,5,Premium Hatchback,775000,Good,1199,Petrol,FALSE,88,113,Manual,5,FWD,14.5,Petrol,19.33,14,17.5,3990,1755,1523,2501,165,1030,345,FALSE,0,0,0,0,5,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Altroz,2025,XT,Hatchback,5,B2 Hatchback,845000,Strong,1199,Petrol,FALSE,88,113,Manual,5,FWD,14.5,Petrol,19.3,14.5,18,3990,1755,1523,2501,165,1050,345,FALSE,0,0,0,0,5,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Altroz,2025,XZ,Hatchback,5,Premium Hatchback,880000,Good,1199,Petrol,FALSE,88,115,Manual,5,FWD,13.5,Petrol,19.3,14.5,18,3990,1755,1523,2501,165,1050,345,FALSE,0,0,0,0,5,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Altroz,2025,XZ Plus,Hatchback,5,Premium Hatchback,985000,Good,1199,Turbo Petrol,TRUE,110,140,Manual,5,FWD,11.9,Petrol,19.33,14,17,3990,1755,1523,2501,165,1100,345,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Altroz,2025,XZA Plus DCT,Hatchback,5,Premium Hatchback,1050000,Good,1199,Petrol,FALSE,85,113,DCT,7,FWD,14.5,Petrol,19.5,14,17,3990,1755,1523,2501,165,1150,345,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Altroz,2025,XE CNG,Hatchback,5,Premium Hatchback,785000,Excellent,1199,Petrol/CNG,FALSE,74,103,Manual,5,FWD,17.5,CNG,26.2,21,24.5,3990,1755,1523,2501,165,1145,210,FALSE,0,0,0,0,5,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Tata Motors,Altroz,2025,XM Plus CNG,Hatchback,5,Premium Hatchback,935000,Good,1199,Petrol/CNG,FALSE,73,103,Manual,5,FWD,15,CNG,26.5,22,24.5,3990,1755,1523,2501,165,1150,210,FALSE,0,0,0,0,5,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,7500
Tata Motors,Altroz,2025,XZ CNG,Hatchback,5,Premium Hatchback,985000,Excellent,1199,Petrol/CNG,FALSE,73,103,Manual,5,FWD,15.5,CNG,26.2,18.5,22,3990,1755,1523,2501,165,1170,210,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Punch,2025,Pure,Micro SUV,5,A-Segment Crossover,645000,Good,1199,Petrol,FALSE,86,115,Manual,5,FWD,16,Petrol,18.8,14.5,17.5,3827,1742,1615,2445,187,1040,366,FALSE,0,0,0,0,5,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,15000
Tata Motors,Punch,2025,Adventure,Micro SUV,5,A-Segment,785000,Excellent,1199,Petrol,FALSE,88,115,Manual,5,FWD,14.5,Petrol,20,14.5,18,3827,1742,1615,2445,187,1020,366,FALSE,0,0,0,0,5,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Punch,2025,Accomplished,Micro SUV,5,B-Segment Hatchback Crossover,850000,Excellent,1199,Petrol,FALSE,86,115,Manual,5,FWD,15,Petrol,18.9,14.5,17,3827,1742,1615,2445,187,1040,366,FALSE,0,0,0,0,5,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Punch,2025,Creative,Micro SUV,5,Compact Utility Vehicle,990000,Excellent,1199,Petrol,FALSE,86,115,AMT,5,FWD,15,Petrol,19,14,17,3827,1742,1615,2445,187,1040,366,FALSE,0,0,0,0,5,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Punch,2025,Accomplished AMT,Micro SUV,5,B-Segment,930000,Excellent,1199,Petrol,FALSE,86,115,AMT,5,FWD,14.5,Petrol,18.9,14.5,18,3827,1742,1615,2445,187,1040,366,FALSE,0,0,0,0,5,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Punch,2025,Creative AMT,Micro SUV,5,B-Segment,1020000,Excellent,1199,Petrol,FALSE,88,115,AMT,5,FWD,16,Petrol,19.5,14,17,3827,1742,1615,2445,187,1030,366,FALSE,0,0,0,0,5,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
